keyword,genres
"[""nuclear"", ""Samurai"", ""Apocalypse"", ""destruction"", ""director"", ""dreams"", ""enchanted-forest"", ""funeral"", ""Holocaust"", ""Japan"", ""master [expert]"", ""monster"", ""painting"", ""slice-of-life"", ""social-issues"", ""supernatural-forces"", ""war"", ""wedding""]","[""Drama"", ""Fantasy""]"
"[""nuclear-holocaust"", ""post-nuclear-holocaust"", ""family"", ""small-town"", ""survivor"", ""fallout [nuclear]"", ""radiation-poisoning""]","[""Drama""]"
"[""infection"", ""killer-virus"", ""outbreak"", ""quarantine"", ""virus""]","[""Horror""]"
"[""post-nuclear-holocaust"", ""biker"", ""violence"", ""killing"", ""murder"", ""police"", ""revenge"", ""chaos"", ""chase"", ""criminal"", ""family"", ""courage"", ""against-all-odds"", ""Australia""]","[""Action"", ""Science"", ""Fiction""]"
"[""destruction"", ""experiment"", ""government"", ""missing"", ""native"", ""post-nuclear-holocaust"", ""rampage"", ""research"", ""scientist"", ""search"", ""survivor"", ""technology"", ""time-travel""]","[""Science"", ""Fiction""]"
"[""nuclear-holocaust"", ""survivor"", ""war"", ""doctor"", ""hospital"", ""post-nuclear-holocaust"", ""aftermath"", ""fallout [nuclear]"", ""radiation-poisoning"", ""world-destruction""]","[""Drama"", ""Science"", ""Fiction""]"
"[""alien [not human]"", ""American [nationality]"", ""danger"", ""escort"", ""infection"", ""Mexico"", ""NASA"", ""photojournalist"", ""traveling""]","[""Science"", ""Fiction""]"
"[""Australia"", ""collapse"", ""investigation"", ""lawlessness"", ""loner"", ""post-apocalypse"", ""revenge"", ""thief"", ""drifter"", ""gang-leader""]","[""Science"", ""Fiction"", ""Western""]"
"[""plague"", ""epidemic"", ""infection"", ""killer-virus"", ""outbreak"", ""quarantine"", ""last-man"", ""on-the-run"", ""virus"", ""zombie"", ""Apocalypse""]","[""Horror"", ""Science"", ""Fiction""]"
"[""Australia"", ""morals"", ""post-nuclear-holocaust"", ""radioactivity"", ""survivor"", ""nuclear-holocaust"", ""submarine"", ""destruction"", ""romance""]","[""Science"", ""Fiction""]"
"[""technology"", ""reconstruction"", ""society"", ""future"", ""post-nuclear-holocaust"", ""scientist""]","[""Science"", ""Fiction""]"
"[""alien [not human]"", ""earth"", ""future"", ""mission [quest]"", ""ocean"", ""post-nuclear-holocaust"", ""repair-person"", ""resources"", ""ruins"", ""survivor"", ""war""]","[""Science"", ""Fiction""]"
"[""civil-war"", ""revolution"", ""teenagers"", ""tournament""]","[""Action"", ""Science"", ""Fiction""]"
"[""arena"", ""mentor"", ""President"", ""rebellion"", ""revolution"", ""survival"", ""teenagers"", ""tournament""]","[""Science"", ""Fiction""]"
"[""biker"", ""motorcycle-gang"", ""post-nuclear-holocaust"", ""experiment"", ""telekinesis"", ""uprising"", ""cyberpunk"", ""power-struggle"", ""repression"", ""revolution"", ""terrorism""]","[""Science"", ""Fiction""]"
"[""Australia"", ""chase"", ""crash"", ""desert"", ""escape"", ""post-apocalypse""]","[""Action""]"
"[""guide"", ""journey"", ""scientist"", ""writer"", ""reality"", ""search"", ""room"", ""supernatural-forces"", ""wasteland""]","[""Science"", ""Fiction""]"
"[""father"", ""son"", ""survivor"", ""inhumanity"", ""post-Holocaust"", ""wasteland"", ""cannibal"", ""destruction"", ""devastation""]","[""Science"", ""Fiction""]"
"[""Mafia"", ""organized-crime"", ""business"", ""daughter"", ""nephew"", ""family"", ""gangster"", ""Vatican"", ""murder"", ""Pope"", ""trust-fund""]","[""Crime""]"
"[""bank-robbery"", ""father"", ""gangster"", ""hitman"", ""mob-boss"", ""organized-crime"", ""revenge"", ""son""]","[""Crime"", ""Drama""]"
"[""criminal"", ""death"", ""friendship"", ""decadence""]","[""Comedy"", ""Drama""]"
"[""Australian  [nationality]"", ""gangster"", ""mistress"", ""poker"", ""power-struggle"", ""takeover"", ""underworld""]","[""Crime""]"
"[""""]","[""Crime""]"
"[""child-abuse"", ""child-pornography"", ""evidence"", ""gun"", ""Mafia"", ""mob-boss"", ""police"", ""police-corruption""]","[""Action"", ""Thriller""]"
"[""gangster"", ""organized-crime"", ""bootlegging"", ""gang-war"", ""mother"", ""childhood"", ""moll""]","[""Crime""]"
"[""bar [pub]"", ""cousin"", ""criminal"", ""investigation"", ""murder"", ""police-detective"", ""police-investigation"", ""psychopath"", ""robbery"", ""threat"", ""bartender"", ""dog""]","[""Drama""]"
"[""""]","[""Drama""]"
"[""organized-crime"", ""Italian-American"", ""business"", ""family"", ""mob-boss"", ""assassination"", ""corruption"", ""Cuba"", ""gangster"", ""immigrant"", ""brother"", ""informer""]","[""Crime""]"
"[""family"", ""girlfriend"", ""Mafia"", ""nightclub"", ""organized-crime"", ""politician"", ""stool-pigeon"", ""suspect"", ""traitor""]","[""Comedy"", ""Drama"", ""Crime""]"
"[""double-agent"", ""double-cross"", ""revenge"", ""crime-lord"", ""torment""]","[""Thriller""]"
"[""gun"", ""murder"", ""organized-crime"", ""toxic-waste""]","[""Drama""]"
"[""FBI (Federal Bureau of Investigation)"", ""Mafia"", ""Mob"", ""Witness-Protection-Program"", ""France"", ""gangster""]","[""Comedy""]"
"[""chase"", ""drug-dealer"", ""gangster"", ""homicide"", ""hospital"", ""infiltration""]","[""Action""]"
"[""betrayal"", ""business"", ""cigarette"", ""family"", ""friendship"", ""gangster"", ""informer"", ""killing"", ""maniac"", ""robbery"", ""smuggling"", ""Witness-Protection-Program""]","[""Crime""]"
"[""actor"", ""ex-convict"", ""handyman""]","[""Crime""]"
"[""""]","[""Crime""]"
"[""father"", ""gangster"", ""girlfriend"", ""intimidation"", ""organized-crime"", ""pianist"", ""piano""]","[""Drama""]"
"[""organized-crime"", ""brother"", ""gang-war"", ""Italian-American"", ""murder"", ""revenge""]","[""Crime""]"
"[""organized-crime"", ""mob-boss"", ""gangster"", ""Italian-American"", ""son"", ""assassination"", ""cop-killer"", ""family"", ""lawyer"", ""wedding""]","[""Crime""]"
"[""""]","[""Crime""]"
"[""childbirth"", ""expose [revelation]"", ""midwife"", ""police-investigation"", ""rackets [corruption]"", ""Russian [nationality]""]","[""Thriller""]"
"[""organized-crime"", ""undercover"", ""friendship"", ""gangster"", ""identity"", ""Mafia"", ""mentor"", ""hitman""]","[""Crime""]"
"[""nuclear-threat"", ""attack"", ""bomb"", ""destruction"", ""nuclear"", ""nuclear-holocaust"", ""nuclear-weapon"", ""post-nuclear-holocaust""]","[""Drama""]"
"[""gun"", ""gun-control"", ""law-enforcement"", ""NRA (National Rifle Association)"", ""school-shooting"", ""violence""]","[""Culture"", ""&"", ""Society""]"
"[""bowling"", ""community"", ""competition"", ""mall"", ""neighborhood""]","[""Comedy""]"
"[""college"", ""graduation"", ""high-school"", ""marijuana"", ""small-town"", ""Summer"", ""teenagers""]","[""Comedy""]"
"[""artist"", ""painting"", ""bohemian"", ""extramarital-affair"", ""Leftist"", ""marital-problems"", ""Mexico"", ""philandering"", ""star-crossed-lovers"", ""disability""]","[""Drama"", ""Romance""]"
"[""charity"", ""drug-addiction"", ""recovery [health]""]","[""Drama""]"
"[""China"", ""civil-war"", ""congregation"", ""priest"", ""Scottish  [nationality]"", ""starvation"", ""humility""]","[""Drama""]"
"[""demonstration  [political]"", ""doctor/nurse"", ""extramarital-affair"", ""invasion"", ""love"", ""love-triangle"", ""photography"", ""politician"", ""riot [uprising]"", ""romance"", ""writing""]","[""Drama""]"
"[""police-corruption"", ""corruption"", ""drug-dealer"", ""federal-agent"", ""friendship"", ""informer"", ""investigator"", ""police"", ""robbery"", ""one-against-odds""]","[""Drama""]"
"[""boy"", ""criminal"", ""devotion [dedication]"", ""family"", ""friendship"", ""police-officer"", ""kindness""]","[""Drama""]"
"[""brother"", ""destiny"", ""marijuana"", ""marital-problems"", ""mother"", ""slacker""]","[""Comedy"", ""Drama""]"
"[""coin"", ""magician [performer]"", ""model  [fashion]"", ""painter"", ""romance"", ""fountain"", ""suitor""]","[""Comedy""]"
"[""family"", ""brother"", ""fiancee"", ""Italian-American"", ""love"", ""romance"", ""love-triangle"", ""marriage"", ""father"", ""mother"", ""self-discovery"", ""extramarital-affair"", ""moon"", ""opera"", ""proposal [romantic]"", ""transformation"", ""battle-of-the-sexes"", ""slice-of-life"", ""widow/widower""]","[""Comedy""]"
"[""bookworm"", ""romance"", ""theme-park""]","[""Comedy""]"
"[""brother"", ""family-vacation"", ""girlfriend"", ""love-triangle"", ""widow/widower"", ""writer""]","[""Comedy"", ""Drama""]"
"[""cancer"", ""crash"", ""girlfriend"", ""pregnancy"", ""train [locomotive]"", ""weekend""]","[""Drama""]"
"[""""]","[""Romance""]"
"[""lottery"", ""marital-problems"", ""money"", ""police-officer"", ""ticket"", ""waiter"", ""wealth""]","[""Comedy"", ""Romance""]"
"[""chance"", ""fate"", ""friendship"", ""love-at-first-sight"", ""star-crossed-lovers"", ""wedding-plans"", ""engagement""]","[""Comedy"", ""Romance""]"
"[""battlefield"", ""bonding [relationship]"", ""friendship"", ""granddaughter"", ""horse"", ""journey"", ""soldier"", ""world-war""]","[""Drama""]"
"[""amnesia"", ""mistaken-identity"", ""woman"", ""boyfriend"", ""free-spirit"", ""identity"", ""on-the-run"", ""homemaker"", ""role-switching""]","[""Comedy""]"
"[""dentist"", ""husband"", ""obsession"", ""photograph"", ""pilot"", ""stalking"", ""wallet""]","[""Avant-garde"", ""/"", ""Experimental"", ""Drama""]"
"[""girlfriend"", ""love"", ""self-discovery"", ""romance"", ""television"", ""weatherperson"", ""love-choices"", ""roller-skating"", ""battle-of-the-sexes"", ""coffee"", ""freeway""]","[""Comedy""]"
"[""""]","[""Comedy"", ""Drama""]"
"[""single-parent"", ""architecture"", ""corruption"", ""custody"", ""divorce"", ""friendship"", ""parent"", ""reporter""]","[""Comedy""]"
"[""American [nationality]"", ""British"", ""romance"", ""blind-date"", ""customer-service"", ""daughter"", ""disappointment"", ""job-loss"", ""pianist"", ""songwriter"", ""wedding""]","[""Drama""]"
"[""afterlife"", ""suicide""]","[""Comedy""]"
"[""asteroid"", ""Apocalypse"", ""friendship"", ""insurance-agent"", ""journey"", ""record [phonographic]"", ""bomb-shelter""]","[""Comedy"", ""Drama""]"
"[""e-mail"", ""hidden-identity"", ""big-city"", ""bookstore"", ""business-rivalry"", ""courtship"", ""love-conquers-all"", ""secret-admirer""]","[""Comedy""]"
"[""advertising-executive"", ""creative-block"", ""inspiration"", ""relationship"", ""romance"", ""single"", ""soulmate"", ""suitor"", ""writer""]","[""Comedy""]"
"[""grocer""]","[""Romance""]"
"[""Britain"", ""divorce"", ""English [nationality]"", ""France""]","[""Comedy""]"
"[""bride"", ""celebrity"", ""island"", ""paparazzi"", ""Scotland""]","[""Comedy""]"
"[""coach"", ""drugs"", ""football"", ""friendship"", ""girlfriend"", ""individuality"", ""injury"", ""school"", ""winner"", ""quarterback""]","[""Drama""]"
"[""anger"", ""dysfunctional"", ""friendship"", ""supernatural-forces"", ""teacher"", ""telekinesis""]","[""Children's/Family""]"
"[""body-switching"", ""daughter"", ""generation-gap"", ""mother"", ""family"", ""personality"", ""self-discovery""]","[""Comedy"", ""Fantasy""]"
"[""Catholicism"", ""duke"", ""elder"", ""political-intrigue"", ""Protestant"", ""queen [royalty]"", ""throne""]","[""Historical"", ""Film""]"
"[""achievement"", ""ambition"", ""brother"", ""college"", ""college-admissions"", ""friendship"", ""girlfriend"", ""high-school"", ""orphan"", ""roller-skating""]","[""Comedy"", ""Drama""]"
"[""candy"", ""candymaker"", ""contest"", ""factory"", ""factory-tour"", ""poor-family"", ""poverty"", ""spoiled""]","[""Children's/Family"", ""Fantasy""]"
"[""dance [art]"", ""daughter"", ""midwestern"", ""small-town"", ""teenagers"", ""church"", ""rurality""]","[""Drama"", ""Musical""]"
"[""coming-of-age"", ""high-school"", ""poet"", ""adolescence"", ""teacher"", ""family-separation"", ""sexual-awakening"", ""sister"", ""competition""]","[""Drama""]"
"[""love"", ""search"", ""boy"", ""Britain"", ""childhood"", ""homelessness"", ""life-of-crime"", ""musical [play]"", ""orphan"", ""pickpocket"", ""songwriter"", ""underworld""]","[""Musical""]"
"[""administrator"", ""education"", ""examination [test]"", ""inner-city"", ""reform [improve]"", ""school""]","[""Drama""]"
"[""education"", ""examination [test]"", ""false-accusation"", ""high-school"", ""inspiration"", ""robbery"", ""school"", ""student"", ""teacher"", ""teenagers"", ""urban-problems""]","[""Drama""]"
"[""detention"", ""adolescence"", ""angst"", ""coming-of-age"", ""high-school"", ""misfit"", ""self-discovery"", ""teenagers""]","[""Comedy"", ""Drama""]"
"[""crocodile"", ""island"", ""judge"", ""prison"", ""tyrant""]","[""Children's/Family"", ""Fantasy""]"
"[""caregiver"", ""babysitter"", ""bank-personnel"", ""Britain"", ""child"", ""discipline"", ""family"", ""fantasy"", ""happiness"", ""love"", ""magic"", ""musical [play]"", ""nanny"", ""parent"", ""songwriter""]","[""Children's/Family"", ""Fantasy"", ""Musical""]"
"[""bully"", ""contest"", ""school"", ""school-principal"", ""worm [animal]""]","[""Children's/Family"", ""Comedy""]"
"[""piano-teacher"", ""rescue"", ""slavery"", ""escape"", ""piano"", ""boredom"", ""captor"", ""dream"", ""fantasy-world"", ""kidnapping"", ""captive""]","[""Children's/Family"", ""Fantasy""]"
"[""home-alone"", ""childhood-adventures"", ""boy"", ""Christmas"", ""family"", ""house"", ""criminal"", ""family-member"", ""robbery"", ""self-discovery"", ""vacation"", ""false-accusation""]","[""Children's/Family"", ""Comedy""]"
"[""contest"", ""candymaker"", ""chocolate"", ""factory-owner"", ""grandfather"", ""grandson"", ""poverty"", ""wish-fulfillment"", ""factory"", ""fantasy-world"", ""elevator"", ""inheritance"", ""tourist"", ""hermit"", ""reality"", ""rival"", ""Little-People""]","[""Children's/Family"", ""Musical""]"
"[""imagination"", ""cat"", ""fun"", ""rainy-day"", ""sibling""]","[""Children's/Family""]"
"[""airport"", ""bad-guy"", ""bag-lady"", ""bellhop"", ""big-city"", ""boy"", ""hotel"", ""lost"", ""family""]","[""Children's/Family"", ""Comedy""]"
"[""billionaire"", ""con/scam"", ""deception"", ""dog"", ""orphan"", ""secretary"", ""servant"", ""tycoon"", ""President""]","[""Musical"", ""Children's/Family"", ""Comedy""]"
"[""rags-to-riches"", ""billionaire"", ""Christmas"", ""orphan"", ""con/scam"", ""get-rich-quick-scheme"", ""impostor""]","[""Children's/Family"", ""Musical""]"
"[""aging"", ""boarding-house"", ""child"", ""East Indian"", ""eccentric"", ""friendship"", ""generation-gap"", ""gifted/talented"", ""music"", ""piano"", ""prodigy"", ""slice-of-life"", ""student"", ""teacher"", ""teenagers""]","[""Drama""]"
"[""abandonment"", ""alcoholism"", ""aunt"", ""Australia"", ""Boy-Scout"", ""class [social]"", ""custody"", ""custody-battle"", ""father"", ""parent"", ""spinster""]","[""Drama""]"
"[""killler-robot"", ""evil"", ""birth-control"", ""black-market"", ""cyborg"", ""killing"", ""machine"", ""nuclear-holocaust"", ""post-Holocaust"", ""post-nuclear-holocaust"", ""radioactivity"", ""rampage"", ""robot"", ""survivor""]","[""Science"", ""Fiction""]"
"[""cruelty"", ""deception"", ""housekeeper"", ""investigation"", ""mansion"", ""marriage"", ""servant"", ""shrine"", ""widow/widower"", ""wife""]","[""Mystery""]"
"[""criminal"", ""detective"", ""escort"", ""gangster"", ""investigator"", ""killing"", ""lawyer"", ""on-the-run"", ""train [locomotive]"", ""transportation"", ""trial [courtroom]"", ""widow/widower"", ""witness"", ""film"", ""grand-jury"", ""hitman"", ""man"", ""maniac"", ""police"", ""testimony"", ""training""]","[""Thriller""]"
"[""captive"", ""kidnapping"", ""obsession"", ""cellar"", ""collector"", ""student"", ""woman""]","[""Thriller""]"
"[""assassination"", ""Pope"", ""detective"", ""hitman"", ""investigation"", ""police"", ""conductor [music]"", ""conspiracy"", ""murder"", ""orchestra"", ""hitchhiker"", ""library""]","[""Comedy"", ""Thriller""]"
"[""Halloween"", ""mental-patient (escaped)"", ""sister"", ""Autumn"", ""babysitter"", ""homicidal-maniac"", ""killing-spree"", ""knife"", ""mask [disguise]"", ""stalking"", ""teenagers"", ""psychiatrist""]","[""Horror""]"
"[""King Kong"", ""ape"", ""dinosaurs"", ""prehistoric"", ""actor"", ""filmmaker"", ""island"", ""man-vs-animal"", ""unrequited""]","[""Adventure""]"
"[""murder"", ""wife"", ""false-accusation"", ""husband"", ""blackmail"", ""police-detective""]","[""Thriller""]"
"[""cat-and-mouse"", ""ex-convict"", ""harassment"", ""injustice"", ""killing"", ""lawyer"", ""maniac"", ""psychopath"", ""revenge"", ""sadist"", ""stalking"", ""trapped"", ""woman""]","[""Thriller""]"
"[""curse"", ""death"", ""escape"", ""ghost"", ""running"", ""sex""]","[""Horror""]"
"[""pregnancy"", ""unborn-child"", ""Antichrist"", ""paranoia"", ""cult"", ""Satanism"", ""deal-with-the-devil""]","[""Horror""]"
"[""beauty [physical]"", ""coming-of-age"", ""greed"", ""loss-of-innocence"", ""model  [fashion]"", ""moving"", ""production [showbiz]""]","[""Horror"", ""Thriller""]"
"[""gunfighter"", ""hired-gun [hit man]"", ""railroad"", ""harmonica"", ""homestead"", ""land-rights"", ""outlaw [Western]"", ""revenge"", ""showdown"", ""sociopath"", ""against-all-odds"", ""family-member"", ""frontier"", ""land"", ""assassination"", ""flashback"", ""tragic-love""]","[""Western""]"
"[""hypnosis"", ""mind-control"", ""carnival"", ""asylum  [mental hospital]"", ""kidnapping"", ""killing"", ""sleepwalking""]","[""Horror""]"
"[""blood"", ""bloodsucker"", ""coffin"", ""Dracula"", ""immortality"", ""vampire"", ""vampire-bat""]","[""Horror""]"
"[""werewolf"", ""investigator"", ""journalism"", ""psychiatry"", ""silver-bullet"", ""transformation""]","[""Horror""]"
"[""boy"", ""death"", ""evil-spirit"", ""father"", ""fear"", ""haunted"", ""sister"", ""supernatural"", ""woman""]","[""Horror""]"
"[""escape"", ""exotic"", ""exotic-dancer"", ""love"", ""lover"", ""love-triangle"", ""Native-American"", ""on-the-run"", ""wilderness"", ""city"", ""lost"", ""lost-city"", ""tiger""]","[""Adventure""]"
"[""blindness [physical]"", ""house"", ""man"", ""recluse"", ""robbery"", ""target [object of attack]"", ""teenagers"", ""veteran [military]""]","[""Horror"", ""Thriller""]"
"[""embezzlement"", ""missing-person"", ""private-detective"", ""shower"", ""stabbing"", ""motel"", ""mother"", ""murder"", ""psychopath"", ""taxidermy""]","[""Thriller""]"
"[""boxing"", ""chase"", ""hitman"", ""hostage"", ""love"", ""rape"", ""rescue"", ""warehouse""]","[""Thriller""]"
"[""assumed-identity"", ""crime-ring"", ""double-cross"", ""gold"", ""murder""]","[""Mystery""]"
"[""lovesick"", ""pregnancy"", ""serial-killer"", ""bed-and-breakfast"", ""infatuation""]","[""Drama""]"
"[""crime-lord"", ""criminal"", ""driver"", ""getaway-car"", ""loner"", ""revenge"", ""robbery"", ""stunt-driving""]","[""Thriller""]"
"[""attack"", ""laboratory"", ""scientist"", ""stranger"", ""time-travel""]","[""Mystery"", ""Science"", ""Fiction""]"
"[""amnesia"", ""filmmaker"", ""loss-of-innocence"", ""murder-attempt"", ""show-business""]","[""Avant-garde"", ""/"", ""Experimental"", ""Mystery""]"
"[""competition"", ""fight"", ""Hong-Kong"", ""martial-arts"", ""master [expert]"", ""school""]","[""Action""]"
"[""""]","[""Fantasy""]"
"[""captain  [ship]"", ""queen [royalty]"", ""quest"", ""scientist""]","[""Children's/Family""]"
"[""love"", ""motorcycle"", ""vampire"", ""werewolf""]","[""Fantasy""]"
"[""""]","[""Horror""]"
"[""werewolf"", ""servicemen"", ""soldier"", ""military"", ""against-all-odds"", ""attack"", ""battle [war]"", ""beast"", ""farmhouse"", ""monster"", ""secret-mission"", ""shapeshifter"", ""Special-Forces"", ""transformation"", ""trapped"", ""wilderness""]","[""Horror""]"
"[""village"", ""werewolf"", ""woods [place]"", ""soap""]","[""Horror""]"
"[""competition"", ""guitar"", ""hobby""]","[""Culture"", ""&"", ""Society"", ""Music""]"
"[""celebrity"", ""competition"", ""contest"", ""pop-music"", ""singer"", ""television-show""]","[""Culture"", ""&"", ""Society"", ""Film,"", ""TV"", ""&"", ""Radio"", ""Music""]"
"[""adult [vs. child]"", ""misfit"", ""spelling-bee""]","[""Comedy""]"
"[""American [nationality]"", ""Cold-War"", ""Communism"", ""genius"", ""prodigy"", ""Russia"", ""chess""]","[""Drama""]"
"[""daughter"", ""hotel"", ""human"", ""monster"", ""resort"", ""Dracula"", ""Frankenstein"", ""hunchback"", ""mummy"", ""werewolf""]","[""Children's/Family""]"
"[""casino"", ""gambling"", ""poker"", ""tournament""]","[""Comedy""]"
"[""curse"", ""minister"", ""shapeshifter"", ""sister"", ""trap"", ""werewolf"", ""witch-doctor""]","[""Horror""]"
"[""""]","[""Drama""]"
"[""inventor"", ""dog"", ""gardener"", ""rabbit"", ""competition"", ""hunting"", ""shapeshifter"", ""capture"", ""vegetable [food]""]","[""Comedy"", ""Children's/Family""]"
"[""deal-with-the-devil"", ""devil"", ""doctor"", ""competition"", ""daughter"", ""immortality"", ""mirror"", ""birthday"", ""imagination"", ""soul""]","[""Fantasy""]"
"[""Dracula"", ""monster"", ""creature"", ""Frankenstein"", ""hero"", ""undead"", ""vampire"", ""werewolf""]","[""Action"", ""Horror""]"
"[""a cappella"", ""Europe"", ""group"", ""rivalry"", ""singing"", ""competition""]","[""Comedy""]"
"[""expatriate"", ""family-business"", ""France"", ""shopowner"", ""vineyard"", ""wine"", ""winemaker""]","[""Comedy"", ""Drama""]"
"[""ambition"", ""ballet-dance"", ""contest"", ""dance [art]"", ""dreams-of-success"", ""final-exams"", ""finalist"", ""instructor"", ""student""]","[""Culture"", ""&"", ""Society""]"
"[""competition"", ""eagle"", ""father"", ""feminism"", ""girl"", ""Mongolia"", ""Mongolian  [nationality]"", ""training""]","[""Culture"", ""&"", ""Society"", ""Sports"", ""&"", ""Recreation""]"
"[""Dracula"", ""Frankenstein"", ""invisibility"", ""monster"", ""friendship"", ""werewolf"", ""brain"", ""transplant""]","[""Comedy""]"
"[""myth"", ""supernatural"", ""unexplained-phenomena"", ""vampire"", ""werewolf"", ""witch"", ""witchcraft""]","[""Science"", ""&"", ""Technology""]"
"[""contest"", ""curse"", ""Laos"", ""rocket"", ""rurality""]","[""Drama""]"
"[""werewolf"", ""transformation"", ""zombie"", ""shapeshifter"", ""romance""]","[""Horror""]"
"[""competition"", ""fishing"", ""Greek  [nationality]"", ""group"", ""luxury"", ""man"", ""rivalry"", ""yacht""]","[""Comedy""]"
"[""werewolf"", ""bounty-hunter"", ""creature"", ""curse"", ""metamorphosis"", ""past"", ""sea-captain"", ""shapeshifter"", ""silver-bullet"", ""transformation"", ""student"", ""college""]","[""Horror"", ""Thriller""]"
"[""accidental-death"", ""aspiration"", ""mountain-climbing"", ""mountains"", ""Nazi"", ""newspaper"", ""publisher"", ""secretary"", ""team"", ""Third-Reich"", ""tragedy""]","[""Adventure""]"
"[""exterminator"", ""child"", ""club [organization]"", ""community"", ""Dracula"", ""Frankenstein"", ""friendship"", ""home-alone"", ""investigation"", ""monster"", ""mummy"", ""murder"", ""search"", ""vampire"", ""werewolf""]","[""Comedy"", ""Horror""]"
"[""bonding [relationship]"", ""dance-contest"", ""mental-illness"", ""restraining-order"", ""depression""]","[""Comedy"", ""Drama""]"
"[""werewolf"", ""puberty"", ""attack"", ""creature"", ""mother"", ""serum"", ""sister"", ""menstruation"", ""dog""]","[""Horror""]"
"[""democracy"", ""election"", ""struggle"", ""voting""]","[""Culture"", ""&"", ""Society""]"
"[""good-vs-evil"", ""shapeshifter"", ""vampire"", ""battle [war]"", ""prophecy"", ""supernatural-forces"", ""truce"", ""abortion""]","[""Fantasy""]"
"[""animal"", ""creature"", ""father"", ""son"", ""veteran [military]"", ""werewolf""]","[""Thriller""]"
"[""beauty-pageant"", ""dysfunctional"", ""family"", ""road-trip""]","[""Comedy"", ""Drama""]"
"[""beauty [physical]"", ""career"", ""industry"", ""Japan"", ""language"", ""model  [fashion]"", ""poverty"", ""Russian [nationality]"", ""Siberia""]","[""Culture"", ""&"", ""Society""]"
"[""""]","[""Comedy""]"
"[""champion"", ""chess"", ""children"", ""confidence"", ""disorder"", ""life"", ""Maori"", ""mentor""]","[""Drama""]"
"[""escape"", ""hybrid"", ""vampire"", ""war"", ""werewolf"", ""monster""]","[""Action"", ""Horror""]"
"[""vampire"", ""werewolf"", ""battle [war]"", ""medical-student"", ""star-crossed-lovers"", ""supernatural-forces"", ""underground [below earth]""]","[""Action"", ""Horror""]"
"[""champion"", ""competition"", ""family"", ""girl"", ""horse"", ""horse-racing"", ""horse-trainer"", ""steeplechase""]","[""Children's/Family""]"
"[""extramarital-affair"", ""fighter"", ""idol"", ""instructor"", ""pilgrimage"", ""tae-kwondo""]","[""Comedy""]"
"[""beast"", ""creature"", ""big-game-hunt"", ""hunting"", ""investigation"", ""stalking"", ""tracking [following]"", ""killing"", ""murder"", ""retirement""]","[""Horror""]"
"[""werewolf"", ""wolf"", ""dreams"", ""enchanted-forest"", ""girl"", ""mythological-legends"", ""shapeshifter"", ""supernatural"", ""beast"", ""coming-of-age"", ""folklore"", ""forest"", ""storyteller"", ""adolescence"", ""grandmother"", ""seduction"", ""sympathy""]","[""Fantasy"", ""Horror""]"
"[""auto-racing"", ""family"", ""girlfriend"", ""monkey"", ""racer""]","[""Adventure""]"
"[""teenagers"", ""tournament""]","[""Science"", ""Fiction""]"
"[""werewolf"", ""creature"", ""cure"", ""experiment"", ""monster"", ""multiple-murder"", ""police"", ""serum"", ""shapeshifter"", ""stranger"", ""transformation"", ""woods [place]"", ""mad-scientist"", ""radiation-poisoning""]","[""Horror""]"
"[""angst"", ""college-student"", ""depression"", ""mid-life-crisis"", ""professor"", ""romance""]","[""Comedy"", ""Drama""]"
"[""friendship"", ""sex"", ""love"", ""complications"", ""dilemma"", ""flirtation"", ""doctor"", ""co-worker"", ""relationship""]","[""Comedy""]"
"[""delusion"", ""doll""]","[""Comedy"", ""Drama""]"
"[""""]","[""Comedy""]"
"[""amusement-park"", ""college"", ""co-worker"", ""disappointment"", ""girlfriend"", ""graduation"", ""job"", ""Summer"", ""summer-job""]","[""Comedy"", ""Drama""]"
"[""bad-woman"", ""gangster"", ""host"", ""jealousy"", ""love"", ""nightclub"", ""prostitute/prostitution"", ""traveling-salesman""]","[""Drama""]"
"[""city"", ""help"", ""robbery"", ""street-musician"", ""woman""]","[""Comedy""]"
"[""sex"", ""complications"", ""flirtation"", ""client"", ""headhunter [recruiter]"", ""relationship""]","[""Comedy""]"
"[""""]","[""Comedy""]"
"[""anchorperson"", ""broadcasting"", ""mental-breakdown"", ""suicide"", ""television"", ""television-crew""]","[""Drama""]"
"[""addiction"", ""dating"", ""love-choices"", ""platonic"", ""womanizer""]","[""Comedy""]"
"[""love"", ""time-travel"", ""wife"", ""dream-girl""]","[""Comedy"", ""Romance"", ""Science"", ""Fiction""]"
"[""committed-relationship"", ""homosexual"", ""one-night-stand"", ""addiction"", ""bathhouse"", ""cocaine"", ""gym"", ""past"", ""relationship"", ""roommate"", ""sexual-attraction""]","[""Comedy""]"
"[""inheritance"", ""ranch"", ""range-war"", ""robbery"", ""rustler""]","[""Western""]"
"[""anniversary"", ""hotel"", ""husband-and-wife"", ""romance""]","[""Comedy""]"
"[""competition"", ""singer""]","[""Comedy"", ""Musical""]"
"[""bullfighter"", ""journey"", ""love"", ""on-the-road"", ""purity"", ""vacation"", ""virgin""]","[""Comedy""]"
"[""committed-relationship"", ""love-quadrangle"", ""relationship"", ""wedding-plans""]","[""Comedy""]"
"[""gymnastics"", ""jeweler"", ""open-relationship"", ""Parisian"", ""sexual-attraction"", ""web-design""]","[""Romance""]"
