"[""boss [employer]"", ""boyfriend"", ""break-up [romantic]"", ""dissatisfaction"", ""girlfriend"", ""lecher"", ""revenge"", ""uncertainty""]","""Looking For Love"""," ""Single Life"""," ""Twentysomething Life""",,,,,,,,,,,
"[""love"", ""search"", ""boy"", ""Britain"", ""childhood"", ""homelessness"", ""life-of-crime"", ""musical [play]"", ""orphan"", ""pickpocket"", ""songwriter"", ""underworld""]","""Down on Their Luck"""," ""Orphans"""," ""Class Differences"""," ""Rags To Riches"""," ""Runaways"""," ""Authority Figures k""",,,,,,,,
"[""administrator"", ""education"", ""examination [test]"", ""inner-city"", ""reform [improve]"", ""school""]","""Authority Figures k"""," ""Inner City Blues"""," ""Teachers and Students""",,,,,,,,,,,
"[""education"", ""examination [test]"", ""false-accusation"", ""high-school"", ""inspiration"", ""robbery"", ""school"", ""student"", ""teacher"", ""teenagers"", ""urban-problems""]","""Teachers and Students"""," ""Underdogs"""," ""Authority Figures k"""," ""Dropping Out"""," ""Inner City Blues"""," ""Mentors"""," ""High School Life""",,,,,,,
"[""detention"", ""adolescence"", ""angst"", ""coming-of-age"", ""high-school"", ""misfit"", ""self-discovery"", ""teenagers""]","""High School Life"""," ""Authority Figures k"""," ""Cliques"""," ""Teen Angst""",,,,,,,,,,
"[""crocodile"", ""island"", ""judge"", ""prison"", ""tyrant""]","""Authority Figures k"""," ""Runaways"""," ""Escape From Prison""",,,,,,,,,,,
"[""caregiver"", ""babysitter"", ""bank-personnel"", ""Britain"", ""child"", ""discipline"", ""family"", ""fantasy"", ""happiness"", ""love"", ""magic"", ""musical [play]"", ""nanny"", ""parent"", ""songwriter""]","""Authority Figures k"""," ""Nannies and Caregivers"""," ""Mischievous Children""",,,,,,,,,,,
"[""bully"", ""contest"", ""school"", ""school-principal"", ""worm [animal]""]","""Authority Figures k"""," ""Bullies"""," ""Getting Along k"""," ""Underdogs""",,,,,,,,,,
"[""piano-teacher"", ""rescue"", ""slavery"", ""escape"", ""piano"", ""boredom"", ""captor"", ""dream"", ""fantasy-world"", ""kidnapping"", ""captive""]","""Fantasy Lands"""," ""Authority Figures k"""," ""Fantasy Life"""," ""Heroic Mission"""," ""Mischievous Children""",,,,,,,,,
"[""home-alone"", ""childhood-adventures"", ""boy"", ""Christmas"", ""family"", ""house"", ""criminal"", ""family-member"", ""robbery"", ""self-discovery"", ""vacation"", ""false-accusation""]","""When the Parents Are Away"""," ""Mischievous Children"""," ""Authority Figures k"""," ""Nothing Goes Right""",,,,,,,,,,
"[""contest"", ""candymaker"", ""chocolate"", ""factory-owner"", ""grandfather"", ""grandson"", ""poverty"", ""wish-fulfillment"", ""factory"", ""fantasy-world"", ""elevator"", ""inheritance"", ""tourist"", ""hermit"", ""reality"", ""rival"", ""Little-People""]","""Authority Figures k"""," ""Big Break"""," ""Fish Out of Water"""," ""Inventors"""," ""Mischievous Children"""," ""Down on Their Luck""",,,,,,,,
"[""imagination"", ""cat"", ""fun"", ""rainy-day"", ""sibling""]","""Mischievous Children"""," ""When the Parents Are Away"""," ""Authority Figures k"""," ""Talking Animals""",,,,,,,,,,
"[""airport"", ""bad-guy"", ""bag-lady"", ""bellhop"", ""big-city"", ""boy"", ""hotel"", ""lost"", ""family""]","""When the Parents Are Away"""," ""Mischievous Children"""," ""Authority Figures k""",,,,,,,,,,,
"[""billionaire"", ""con/scam"", ""deception"", ""dog"", ""orphan"", ""secretary"", ""servant"", ""tycoon"", ""President""]","""Orphans"""," ""Rags To Riches"""," ""Adoption"""," ""Authority Figures k"""," ""Bodyguards""",,,,,,,,,
"[""rags-to-riches"", ""billionaire"", ""Christmas"", ""orphan"", ""con/scam"", ""get-rich-quick-scheme"", ""impostor""]","""Rags To Riches"""," ""Orphans"""," ""Adoption"""," ""Authority Figures k""",,,,,,,,,,
"[""aging"", ""boarding-house"", ""child"", ""East Indian"", ""eccentric"", ""friendship"", ""generation-gap"", ""gifted/talented"", ""music"", ""piano"", ""prodigy"", ""slice-of-life"", ""student"", ""teacher"", ""teenagers""]","""Teachers and Students"""," ""Class Differences"""," ""Authority Figures k"""," ""Child Prodigies"""," ""Mentors"""," ""Culture Clash""",,,,,,,,
"[""abandonment"", ""alcoholism"", ""aunt"", ""Australia"", ""Boy-Scout"", ""class [social]"", ""custody"", ""custody-battle"", ""father"", ""parent"", ""spinster""]","""Custody Battles"""," ""Authority Figures k"""," ""Class Differences""",,,,,,,,,,,
"[""killler-robot"", ""evil"", ""birth-control"", ""black-market"", ""cyborg"", ""killing"", ""machine"", ""nuclear-holocaust"", ""post-Holocaust"", ""post-nuclear-holocaust"", ""radioactivity"", ""rampage"", ""robot"", ""survivor""]","""Robots and Androids"""," ""Post-Apocalypse"""," ""Technology Run Amok"""," ""Computer Paranoia"""," ""Woman In Jeopardy""",,,,,,,,,
"[""cruelty"", ""deception"", ""housekeeper"", ""investigation"", ""mansion"", ""marriage"", ""servant"", ""shrine"", ""widow/widower"", ""wife""]","""Haunted By the Past"""," ""Servants and Employers"""," ""Romantic Betrayal"""," ""Woman In Jeopardy""",,,,,,,,,,
"[""criminal"", ""detective"", ""escort"", ""gangster"", ""investigator"", ""killing"", ""lawyer"", ""on-the-run"", ""train [locomotive]"", ""transportation"", ""trial [courtroom]"", ""widow/widower"", ""witness"", ""film"", ""grand-jury"", ""hitman"", ""man"", ""maniac"", ""police"", ""testimony"", ""training""]","""Train Rides"""," ""Witness Protection"""," ""Woman In Jeopardy""",,,,,,,,,,,
"[""captive"", ""kidnapping"", ""obsession"", ""cellar"", ""collector"", ""student"", ""woman""]","""Dangerous Attraction"""," ""Kidnapping"""," ""Trapped or Confined"""," ""Woman In Jeopardy""",,,,,,,,,,
"[""assassination"", ""Pope"", ""detective"", ""hitman"", ""investigation"", ""police"", ""conductor [music]"", ""conspiracy"", ""murder"", ""orchestra"", ""hitchhiker"", ""library""]","""Amateur Sleuths"""," ""Assassination Plots"""," ""Nothing Goes Right"""," ""Woman In Jeopardy""",,,,,,,,,,
"[""Halloween"", ""mental-patient (escaped)"", ""sister"", ""Autumn"", ""babysitter"", ""homicidal-maniac"", ""killing-spree"", ""knife"", ""mask [disguise]"", ""stalking"", ""teenagers"", ""psychiatrist""]","""Doctors and Patients"""," ""High School Life"""," ""Serial Killers"""," ""Woman In Jeopardy""",,,,,,,,,,
"[""King Kong"", ""ape"", ""dinosaurs"", ""prehistoric"", ""actor"", ""filmmaker"", ""island"", ""man-vs-animal"", ""unrequited""]","""Monkeys"""," ""Lost Worlds"""," ""Woman In Jeopardy"""," ""Filmmaking""",,,,,,,,,,
"[""murder"", ""wife"", ""false-accusation"", ""husband"", ""blackmail"", ""police-detective""]","""Perfect Crime"""," ""Treacherous Spouses"""," ""Woman In Jeopardy"""," ""Mind Games""",,,,,,,,,,
"[""cat-and-mouse"", ""ex-convict"", ""harassment"", ""injustice"", ""killing"", ""lawyer"", ""maniac"", ""psychopath"", ""revenge"", ""sadist"", ""stalking"", ""trapped"", ""woman""]","""Criminal's Revenge"""," ""Mind Games"""," ""Southern Gothic"""," ""Woman In Jeopardy""",,,,,,,,,,
"[""curse"", ""death"", ""escape"", ""ghost"", ""running"", ""sex""]","""Curses and Spells"""," ""Dangerous Attraction"""," ""On the Run"""," ""Woman In Jeopardy""",,,,,,,,,,
"[""pregnancy"", ""unborn-child"", ""Antichrist"", ""paranoia"", ""cult"", ""Satanism"", ""deal-with-the-devil""]","""Woman In Jeopardy"""," ""Deal With the Devil"""," ""Demonic Possession"""," ""Devil Worship"""," ""Expecting a Baby"""," ""Mind Games"""," ""Switching Sides"""," ""Wolf in Sheep's Clothing""",,,,,,
"[""beauty [physical]"", ""coming-of-age"", ""greed"", ""loss-of-innocence"", ""model  [fashion]"", ""moving"", ""production [showbiz]""]","""Betrayal"""," ""Fashion World"""," ""Wolf in Sheep's Clothing"""," ""Woman In Jeopardy""",,,,,,,,,,
"[""gunfighter"", ""hired-gun [hit man]"", ""railroad"", ""harmonica"", ""homestead"", ""land-rights"", ""outlaw [Western]"", ""revenge"", ""showdown"", ""sociopath"", ""against-all-odds"", ""family-member"", ""frontier"", ""land"", ""assassination"", ""flashback"", ""tragic-love""]","""Lone Wolves"""," ""Out For Revenge"""," ""Woman In Jeopardy"""," ""Haunted By the Past"""," ""Love Triangles""",,,,,,,,,
"[""hypnosis"", ""mind-control"", ""carnival"", ""asylum  [mental hospital]"", ""kidnapping"", ""killing"", ""sleepwalking""]","""Mad Scientists"""," ""Serial Killers"""," ""Fantasy Life"""," ""Woman In Jeopardy""",,,,,,,,,,
"[""blood"", ""bloodsucker"", ""coffin"", ""Dracula"", ""immortality"", ""vampire"", ""vampire-bat""]","""Haunted By the Past"""," ""Obsessive Quests"""," ""Reincarnation"""," ""Vampires"""," ""Woman In Jeopardy""",,,,,,,,,
"[""werewolf"", ""investigator"", ""journalism"", ""psychiatry"", ""silver-bullet"", ""transformation""]","""Werewolves"""," ""Dangerous Friends"""," ""Woman In Jeopardy""",,,,,,,,,,,
"[""boy"", ""death"", ""evil-spirit"", ""father"", ""fear"", ""haunted"", ""sister"", ""supernatural"", ""woman""]","""Ghosts"""," ""Protecting the Innocent"""," ""Woman In Jeopardy""",,,,,,,,,,,
"[""escape"", ""exotic"", ""exotic-dancer"", ""love"", ""lover"", ""love-triangle"", ""Native-American"", ""on-the-run"", ""wilderness"", ""city"", ""lost"", ""lost-city"", ""tiger""]","""Colonialism"""," ""Daring Rescues"""," ""Lovers on the Lam"""," ""Woman In Jeopardy""",,,,,,,,,,
"[""blindness [physical]"", ""house"", ""man"", ""recluse"", ""robbery"", ""target [object of attack]"", ""teenagers"", ""veteran [military]""]","""Crime Gone Awry"""," ""Dangerous Friends"""," ""Haunted By the Past"""," ""Kidnapping"""," ""Kids in Trouble"""," ""Mental Breakdown"""," ""Obsessive Quests"""," ""Out For Revenge"""," ""Stalkers"""," ""Trapped or Confined"""," ""Woman In Jeopardy""",,,
"[""embezzlement"", ""missing-person"", ""private-detective"", ""shower"", ""stabbing"", ""motel"", ""mother"", ""murder"", ""psychopath"", ""taxidermy""]","""Mothers and Sons"""," ""Woman In Jeopardy""",,,,,,,,,,,,
"[""boxing"", ""chase"", ""hitman"", ""hostage"", ""love"", ""rape"", ""rescue"", ""warehouse""]","""Woman In Jeopardy"""," ""Boxers"""," ""Femmes Fatales""",,,,,,,,,,,
"[""assumed-identity"", ""crime-ring"", ""double-cross"", ""gold"", ""murder""]","""Americans Abroad"""," ""Dishonor Among Thieves"""," ""Woman In Jeopardy""",,,,,,,,,,,
"[""lovesick"", ""pregnancy"", ""serial-killer"", ""bed-and-breakfast"", ""infatuation""]","""Unlikely Criminals"""," ""Dangerous Friends"""," ""Haunted By the Past"""," ""Woman In Jeopardy""",,,,,,,,,,
"[""crime-lord"", ""criminal"", ""driver"", ""getaway-car"", ""loner"", ""revenge"", ""robbery"", ""stunt-driving""]","""Criminal's Revenge"""," ""Unlikely Heroes"""," ""Unrequited Love"""," ""Woman In Jeopardy""",,,,,,,,,,
"[""attack"", ""laboratory"", ""scientist"", ""stranger"", ""time-travel""]","""Time Travel"""," ""Woman In Jeopardy""",,,,,,,,,,,,
"[""amnesia"", ""filmmaker"", ""loss-of-innocence"", ""murder-attempt"", ""show-business""]","""Amnesia"""," ""Filmmaking"""," ""Woman In Jeopardy""",,,,,,,,,,,
"[""competition"", ""fight"", ""Hong-Kong"", ""martial-arts"", ""master [expert]"", ""school""]","""Contests"," Pageants and Competitions"""," ""Teachers and Students""",,,,,,,,,,,
"[""""]","""Love Triangles"""," ""Vampires"""," ""Werewolves""",,,,,,,,,,,
"[""captain  [ship]"", ""queen [royalty]"", ""quest"", ""scientist""]","""Contests"," Pageants and Competitions"""," ""Crowned Heads"""," ""Pirates""",,,,,,,,,,
"[""love"", ""motorcycle"", ""vampire"", ""werewolf""]","""Forbidden Love"""," ""Vampires"""," ""Werewolves""",,,,,,,,,,,
"[""""]","""Werewolves""",,,,,,,,,,,,,
"[""werewolf"", ""servicemen"", ""soldier"", ""military"", ""against-all-odds"", ""attack"", ""battle [war]"", ""beast"", ""farmhouse"", ""monster"", ""secret-mission"", ""shapeshifter"", ""Special-Forces"", ""transformation"", ""trapped"", ""wilderness""]","""Experiments Gone Awry"""," ""Military Life"""," ""Behind Enemy Lines"""," ""Werewolves""",,,,,,,,,,
"[""village"", ""werewolf"", ""woods [place]"", ""soap""]","""Dangerous Attraction"""," ""Serial Killers"""," ""Werewolves""",,,,,,,,,,,
"[""competition"", ""guitar"", ""hobby""]","""Americans Abroad"""," ""Contests"," Pageants and Competitions""",,,,,,,,,,,
"[""celebrity"", ""competition"", ""contest"", ""pop-music"", ""singer"", ""television-show""]","""Contests"," Pageants and Competitions"""," ""Political Unrest""",,,,,,,,,,,
"[""adult [vs. child]"", ""misfit"", ""spelling-bee""]","""Arrested Adolescence"""," ""Contests"," Pageants and Competitions"""," ""Unlikely Friendships""",,,,,,,,,,
"[""American [nationality]"", ""Cold-War"", ""Communism"", ""genius"", ""prodigy"", ""Russia"", ""chess""]","""Child Prodigies"""," ""Contests"," Pageants and Competitions"""," ""Feuds""",,,,,,,,,,
"[""daughter"", ""hotel"", ""human"", ""monster"", ""resort"", ""Dracula"", ""Frankenstein"", ""hunchback"", ""mummy"", ""werewolf""]","""Fathers and Daughters"""," ""Vampires"""," ""Werewolves""",,,,,,,,,,,
"[""casino"", ""gambling"", ""poker"", ""tournament""]","""Gambling"""," ""Contests"," Pageants and Competitions"""," ""Stop the Wrecking Ball""",,,,,,,,,,
"[""curse"", ""minister"", ""shapeshifter"", ""sister"", ""trap"", ""werewolf"", ""witch-doctor""]","""Sibling Relationships"""," ""Werewolves""",,,,,,,,,,,,
"[""""]","""Coaches and Players"""," ""Contests"," Pageants and Competitions"""," ""Race Relations"""," ""Underdogs""",,,,,,,,,
"[""inventor"", ""dog"", ""gardener"", ""rabbit"", ""competition"", ""hunting"", ""shapeshifter"", ""capture"", ""vegetable [food]""]","""Experiments Gone Awry"""," ""Werewolves"""," ""Man's Best Friend""",,,,,,,,,,,
"[""deal-with-the-devil"", ""devil"", ""doctor"", ""competition"", ""daughter"", ""immortality"", ""mirror"", ""birthday"", ""imagination"", ""soul""]","""Deal With the Devil"""," ""Fathers and Daughters"""," ""Contests"," Pageants and Competitions"""," ""Redemption""",,,,,,,,,
"[""Dracula"", ""monster"", ""creature"", ""Frankenstein"", ""hero"", ""undead"", ""vampire"", ""werewolf""]","""Vampires"""," ""Werewolves"""," ""Experiments Gone Awry"""," ""Mad Scientists""",,,,,,,,,,
"[""a cappella"", ""Europe"", ""group"", ""rivalry"", ""singing"", ""competition""]","""Americans Abroad"""," ""College Life"""," ""Contests"," Pageants and Competitions"""," ""Culture Clash""",,,,,,,,,
"[""expatriate"", ""family-business"", ""France"", ""shopowner"", ""vineyard"", ""wine"", ""winemaker""]","""Contests"," Pageants and Competitions"""," ""Fathers and Sons"""," ""Underdogs""",,,,,,,,,,
"[""ambition"", ""ballet-dance"", ""contest"", ""dance [art]"", ""dreams-of-success"", ""final-exams"", ""finalist"", ""instructor"", ""student""]","""Contests"," Pageants and Competitions"""," ""Dancer's Life"""," ""In Training"""," ""Teachers and Students""",,,,,,,,,
"[""competition"", ""eagle"", ""father"", ""feminism"", ""girl"", ""Mongolia"", ""Mongolian  [nationality]"", ""training""]","""Cinderella Stories"""," ""Contests"," Pageants and Competitions"""," ""Fathers and Daughters""",,,,,,,,,,
"[""Dracula"", ""Frankenstein"", ""invisibility"", ""monster"", ""friendship"", ""werewolf"", ""brain"", ""transplant""]","""Mad Scientists"""," ""Dangerous Friends"""," ""Nothing Goes Right"""," ""Race Against Time"""," ""Werewolves""",,,,,,,,,
"[""myth"", ""supernatural"", ""unexplained-phenomena"", ""vampire"", ""werewolf"", ""witch"", ""witchcraft""]","""Vampires"""," ""Werewolves""",,,,,,,,,,,,
"[""contest"", ""curse"", ""Laos"", ""rocket"", ""rurality""]","""Contests"," Pageants and Competitions"""," ""Curses and Spells""",,,,,,,,,,,
"[""werewolf"", ""transformation"", ""zombie"", ""shapeshifter"", ""romance""]","""Werewolves"""," ""Americans Abroad"""," ""Race Against Time""",,,,,,,,,,,
"[""competition"", ""fishing"", ""Greek  [nationality]"", ""group"", ""luxury"", ""man"", ""rivalry"", ""yacht""]","""Contests"," Pageants and Competitions"""," ""Men's Friendship"""," ""Success is the Best Revenge""",,,,,,,,,,
"[""werewolf"", ""bounty-hunter"", ""creature"", ""curse"", ""metamorphosis"", ""past"", ""sea-captain"", ""shapeshifter"", ""silver-bullet"", ""transformation"", ""student"", ""college""]","""Obsessive Quests"""," ""Werewolves""",,,,,,,,,,,,
"[""accidental-death"", ""aspiration"", ""mountain-climbing"", ""mountains"", ""Nazi"", ""newspaper"", ""publisher"", ""secretary"", ""team"", ""Third-Reich"", ""tragedy""]","""Contests"," Pageants and Competitions"""," ""Obsessive Quests""",,,,,,,,,,,
"[""exterminator"", ""child"", ""club [organization]"", ""community"", ""Dracula"", ""Frankenstein"", ""friendship"", ""home-alone"", ""investigation"", ""monster"", ""mummy"", ""murder"", ""search"", ""vampire"", ""werewolf""]","""Heroic Mission"""," ""Mischievous Children"""," ""Mummies"""," ""Vampires"""," ""Werewolves""",,,,,,,,,
"[""bonding [relationship]"", ""dance-contest"", ""mental-illness"", ""restraining-order"", ""depression""]","""Mental Illness"""," ""Starting Over"""," ""Contests"," Pageants and Competitions"""," ""Fathers and Sons"""," ""Breakups and Divorces""",,,,,,,,
"[""werewolf"", ""puberty"", ""attack"", ""creature"", ""mother"", ""serum"", ""sister"", ""menstruation"", ""dog""]","""Suburban Dysfunction"""," ""Werewolves""",,,,,,,,,,,,
"[""democracy"", ""election"", ""struggle"", ""voting""]","""Contests"," Pageants and Competitions"""," ""Heads of State""",,,,,,,,,,,
"[""good-vs-evil"", ""shapeshifter"", ""vampire"", ""battle [war]"", ""prophecy"", ""supernatural-forces"", ""truce"", ""abortion""]","""Chosen One"""," ""Metamorphosis"""," ""Vampires"""," ""Werewolves"""," ""Wizards and Magicians""",,,,,,,,,
"[""animal"", ""creature"", ""father"", ""son"", ""veteran [military]"", ""werewolf""]","""Fathers and Sons"""," ""Werewolves"""," ""When Animals Attack""",,,,,,,,,,,
"[""beauty-pageant"", ""dysfunctional"", ""family"", ""road-trip""]","""Contests"," Pageants and Competitions"""," ""Eccentric Families"""," ""Suburban Dysfunction"""," ""Dysfunctional Families"""," ""Parenthood""",,,,,,,,
"[""beauty [physical]"", ""career"", ""industry"", ""Japan"", ""language"", ""model  [fashion]"", ""poverty"", ""Russian [nationality]"", ""Siberia""]","""Contests"," Pageants and Competitions"""," ""Culture Clash""",,,,,,,,,,,
"[""""]","""Contests"," Pageants and Competitions"""," ""Down on Their Luck"""," ""Intersecting Lives"""," ""Misfits and Outsiders""",,,,,,,,,
"[""champion"", ""chess"", ""children"", ""confidence"", ""disorder"", ""life"", ""Maori"", ""mentor""]","""Class Differences"""," ""Coaches and Players"""," ""Contests"," Pageants and Competitions"""," ""In Training"""," ""Underdogs"""," ""Unlikely Heroes""",,,,,,,
"[""escape"", ""hybrid"", ""vampire"", ""war"", ""werewolf"", ""monster""]","""Feuds"""," ""Time Sleepers"""," ""Vampires"""," ""Werewolves""",,,,,,,,,,
"[""vampire"", ""werewolf"", ""battle [war]"", ""medical-student"", ""star-crossed-lovers"", ""supernatural-forces"", ""underground [below earth]""]","""Feuds"""," ""Vampires"""," ""Werewolves""",,,,,,,,,,,
"[""champion"", ""competition"", ""family"", ""girl"", ""horse"", ""horse-racing"", ""horse-trainer"", ""steeplechase""]","""Horses"""," ""Contests"," Pageants and Competitions"""," ""Talented Animals"""," ""Redemption""",,,,,,,,,
"[""extramarital-affair"", ""fighter"", ""idol"", ""instructor"", ""pilgrimage"", ""tae-kwondo""]","""Bullies"""," ""Breakups and Divorces"""," ""Contests"," Pageants and Competitions"""," ""Infidelity""",,,,,,,,,
"[""beast"", ""creature"", ""big-game-hunt"", ""hunting"", ""investigation"", ""stalking"", ""tracking [following]"", ""killing"", ""murder"", ""retirement""]","""Werewolves""",,,,,,,,,,,,,
"[""werewolf"", ""wolf"", ""dreams"", ""enchanted-forest"", ""girl"", ""mythological-legends"", ""shapeshifter"", ""supernatural"", ""beast"", ""coming-of-age"", ""folklore"", ""forest"", ""storyteller"", ""adolescence"", ""grandmother"", ""seduction"", ""sympathy""]","""Dangerous Attraction"""," ""Werewolves"""," ""Haunted By the Past"""," ""Woman In Jeopardy""",,,,,,,,,,
"[""auto-racing"", ""family"", ""girlfriend"", ""monkey"", ""racer""]","""Car Racing"""," ""Contests"," Pageants and Competitions"""," ""Death in the Family"""," ""Heroic Mission"""," ""Hotshots""",,,,,,,,
"[""teenagers"", ""tournament""]","""Contests"," Pageants and Competitions"""," ""Future Dystopias"""," ""Post-Apocalypse""",,,,,,,,,,
"[""werewolf"", ""creature"", ""cure"", ""experiment"", ""monster"", ""multiple-murder"", ""police"", ""serum"", ""shapeshifter"", ""stranger"", ""transformation"", ""woods [place]"", ""mad-scientist"", ""radiation-poisoning""]","""Experiments Gone Awry"""," ""Werewolves""",,,,,,,,,,,,
"[""angst"", ""college-student"", ""depression"", ""mid-life-crisis"", ""professor"", ""romance""]","""Existential Crisis"""," ""Love Triangles"""," ""Romantic Betrayal"""," ""Romantic Misunderstandings"""," ""Teachers and Students"""," ""Workplace Romance""",,,,,,,,
"[""friendship"", ""sex"", ""love"", ""complications"", ""dilemma"", ""flirtation"", ""doctor"", ""co-worker"", ""relationship""]","""Faltering Friendships"""," ""Opposites Attract"""," ""Romantic Misunderstandings"""," ""Workplace Romance""",,,,,,,,,,
"[""delusion"", ""doll""]","""Misfits and Outsiders"""," ""Romantic Misunderstandings"""," ""Small-Town Life"""," ""Forbidden Love""",,,,,,,,,,
"[""""]","""Nothing Goes Right"""," ""Romantic Misunderstandings""",,,,,,,,,,,,
"[""amusement-park"", ""college"", ""co-worker"", ""disappointment"", ""girlfriend"", ""graduation"", ""job"", ""Summer"", ""summer-job""]","""Existential Crisis"""," ""First Love"""," ""Romantic Misunderstandings"""," ""Teen Angst"""," ""Workplace Romance""",,,,,,,,,
"[""bad-woman"", ""gangster"", ""host"", ""jealousy"", ""love"", ""nightclub"", ""prostitute/prostitution"", ""traveling-salesman""]","""Romantic Misunderstandings"""," ""Single Life""",,,,,,,,,,,,
"[""city"", ""help"", ""robbery"", ""street-musician"", ""woman""]","""Breakups and Divorces"""," ""Finding a Way Back Home"""," ""Musician's Life"""," ""Opposites Attract"""," ""Romantic Betrayal"""," ""Romantic Misunderstandings"""," ""Unlikely Friendships""",,,,,,,
"[""sex"", ""complications"", ""flirtation"", ""client"", ""headhunter [recruiter]"", ""relationship""]","""Opposites Attract"""," ""Romantic Misunderstandings"""," ""Workplace Romance""",,,,,,,,,,,
"[""""]","""High School Life"""," ""Cinderella Stories"""," ""Cliques"""," ""Date from Hell"""," ""Party Film"""," ""Romantic Misunderstandings"""," ""Teachers and Students"""," ""Teen Angst"""," ""Unlikely Friendships"""," ""When the Parents Are Away""",,,,
"[""anchorperson"", ""broadcasting"", ""mental-breakdown"", ""suicide"", ""television"", ""television-crew""]","""Mental Breakdown"""," ""Misfits and Outsiders"""," ""Romantic Misunderstandings"""," ""Suicide""",,,,,,,,,,
"[""addiction"", ""dating"", ""love-choices"", ""platonic"", ""womanizer""]","""Battle of the Sexes"""," ""Playing the Field"""," ""Romantic Misunderstandings""",,,,,,,,,,,
"[""love"", ""time-travel"", ""wife"", ""dream-girl""]","""Death of a Parent"""," ""Discovering One's Heritage"""," ""Fantasy Life"""," ""Race Against Time"""," ""Romantic Misunderstandings"""," ""Serendipity"""," ""Supernatural Romance"""," ""Time Travel""",,,,,,
"[""committed-relationship"", ""homosexual"", ""one-night-stand"", ""addiction"", ""bathhouse"", ""cocaine"", ""gym"", ""past"", ""relationship"", ""roommate"", ""sexual-attraction""]","""Single Life"""," ""Nothing Goes Right"""," ""Romantic Misunderstandings"""," ""Thirtysomething Life"""," ""Playing the Field""",,,,,,,,,
"[""inheritance"", ""ranch"", ""range-war"", ""robbery"", ""rustler""]","""Ranchers"""," ""Romantic Misunderstandings""",,,,,,,,,,,,
"[""anniversary"", ""hotel"", ""husband-and-wife"", ""romance""]","""Foibles of Marriage"""," ""Romantic Misunderstandings""",,,,,,,,,,,,
"[""competition"", ""singer""]","""College Life"""," ""Contests"," Pageants and Competitions"""," ""Ladder to the Top"""," ""New Kid in Town"""," ""Romantic Misunderstandings"""," ""Unlikely Friendships"""," ""Women's Friendship""",,,,,,
"[""bullfighter"", ""journey"", ""love"", ""on-the-road"", ""purity"", ""vacation"", ""virgin""]","""First Love"""," ""Romantic Misunderstandings"""," ""Sexual Awakening""",,,,,,,,,,,
"[""committed-relationship"", ""love-quadrangle"", ""relationship"", ""wedding-plans""]","""Playing the Field"""," ""Single Life"""," ""Mothers and Sons"""," ""Romantic Misunderstandings"""," ""Unrequited Love""",,,,,,,,,
"[""gymnastics"", ""jeweler"", ""open-relationship"", ""Parisian"", ""sexual-attraction"", ""web-design""]","""Forbidden Love"""," ""Romantic Misunderstandings"""," ""Self-Destructive Romance""",,,,,,,,,,,
"[""apprentice"", ""butcher"", ""conformity"", ""desire"", ""dilemma"", ""faith"", ""forbidden-love"", ""Jewish"", ""loyalty"", ""Orthodox"", ""Rabbi""]","""Forbidden Love"""," ""Crisis of Faith"""," ""Questioning Sexuality"""," ""Religious Zealotry"""," ""Sexual Awakening""",,,,,,,,,
"[""competition"", ""resort"", ""snowboarding"", ""tomboy""]","""Romantic Misunderstandings""",,,,,,,,,,,,,
"[""""]","""Breakups and Divorces"""," ""Crumbling Marriages"""," ""Forbidden Love"""," ""Infidelity"""," ""Sexual Awakening""",,,,,,,,,
"[""America"", ""bear"", ""bishop"", ""boycott"", ""child"", ""church"", ""colonialism"", ""confession [criminal]"", ""congregation"", ""conscience"", ""daughter"", ""ethics"", ""extramarital-affair"", ""father"", ""guilt"", ""husband"", ""illegitimacy"", ""illegitimate-child"", ""letter"", ""life"", ""love"", ""love-triangle"", ""marriage"", ""paternity"", ""Pilgrims"", ""pregnancy"", ""reputation"", ""return"", ""scandal"", ""secrets"", ""silence"", ""sin"", ""spiritual"", ""townspeople"", ""tragic-love"", ""wife"", ""woman""]","""Forbidden Love"""," ""Infidelity"""," ""Self-Destructive Romance""",,,,,,,,,,,
"[""duke"", ""ex-lover"", ""French-Revolution"", ""friendship"", ""king"", ""aristocracy"", ""execution""]","""Political Unrest"""," ""Forbidden Love""",,,,,,,,,,,,
"[""cowboy"", ""family"", ""love"", ""love-affair"", ""ranch-hand"", ""sex"", ""sexual-identity""]","""Forbidden Love"""," ""Sexual Awakening"""," ""Star-Crossed Lovers"""," ""Infidelity"""," ""Keeping a Secret""",,,,,,,,,
"[""star-crossed-lovers"", ""family-disapproval"", ""family-feud"", ""gangster"", ""love"", ""romance"", ""tragic-love""]","""First Love"""," ""Star-Crossed Lovers"""," ""Death in the Family"""," ""Feuds"""," ""Forbidden Love"""," ""Sexual Awakening"""," ""Street Gangs""",,,,,,,
"[""star-crossed-lovers"", ""romance"", ""suicide"", ""tragic-love"", ""family-feud"", ""forbidden-love"", ""passion"", ""death"", ""teenagers""]","""Feuds"""," ""Forbidden Love"""," ""Star-Crossed Lovers""",,,,,,,,,,,
"[""reanimation"", ""transformation"", ""zombie"", ""friendship"", ""undead""]","""Forbidden Love"""," ""Unlikely Friendships"""," ""Zombies""",,,,,,,,,,,
"[""professor"", ""college"", ""daughter"", ""landlady"", ""Lolita"", ""mother"", ""obsession"", ""playwright"", ""teenagers""]","""Age Disparity Romance"""," ""Self-Destructive Romance"""," ""Midlife Crises"""," ""Forbidden Love""",,,,,,,,,,
